415.41,58.39
414.34,49.82
413.08,44.16
411.83,39.13
409.94,34.1
406.17,28.44
401.14,24.04
396.74,22.79
391.71,22.79
386.05,24.04
381.02,25.93
376.62,28.44
372.22,32.22
369.08,35.99
365.94,39.13
363.42,44.79
360.91,47.3
359.02,50.45
357.13,55.48
355.25,59.25
353.99,63.02
352.73,66.16
352.73,69.93
351.48,74.33
350.22,77.48
348.96,81.25
348.33,86.28
347.08,90.05
345.82,94.45
345.82,97.59
347.08,102.62
348.33,105.14
349.59,108.28
350.85,112.05
353.36,115.83
354.62,118.34
355.25,120.85
357.13,124
359.02,127.77
360.91,130.91
361.53,134.06
362.16,137.2
362.79,141.6
364.68,144.74
365.31,147.89
365.93,151.03
365.93,155.43
365.31,159.83
364.68,165.49
363.42,171.15
361.53,176.18
360.28,181.2
358.39,186.23
356.5,190.63
355.88,195.66
354.62,200.06
353.36,203.84
351.48,208.24
350.85,212.01
348.96,216.41
347.07,220.81
346.45,225.21
347.07,230.24
347.7,234.64
348.96,238.41
349.59,243.44
350.85,247.21
352.1,250.98
353.36,253.5
353.99,257.27
355.25,260.41
357.13,264.81
359.02,268.59
360.28,272.36
361.53,276.13
362.79,279.27
364.05,282.42
365.93,284.93
367.82,288.07
369.08,291.22
369.71,294.36
370.33,298.13
370.96,301.28
371.59,305.68
370.96,309.45
370.96,313.85
369.71,316.99
369.08,320.14
367.19,324.54
365.31,328.94
362.16,332.71
359.65,334.59
357.13,336.48
353.99,338.99
350.85,340.88
346.45,342.77
342.05,344.65
338.9,345.28
335.76,345.28
333.24,344.65
330.73,344.02
327.59,342.77
325.07,342.14
322.56,340.88
320.04,339.62
318.16,338.37
316.27,336.48
315.01,334.59
313.13,332.71
311.87,329.57
311.24,326.42
311.24,324.54
311.24,320.76
311.24,316.99
311.24,314.48
311.24,311.96
311.24,308.19
311.24,306.31
311.24,302.53
310.61,299.39
310.61,296.88
309.98,293.1
308.73,290.59
308.1,286.19
308.1,282.42
308.73,277.39
309.36,274.87
309.36,270.47
310.61,267.33
311.24,263.56
311.87,260.41
313.76,256.01
314.39,251.61
315.64,247.21
316.9,242.81
316.9,239.67
317.53,235.27
318.79,232.13
320.04,228.35
321.3,224.58
321.93,221.44
321.93,217.67
321.93,215.15
321.93,212.01
321.93,208.24
322.56,205.09
323.19,201.95
323.82,199.44
325.07,195.66
326.33,192.52
327.59,188.75
329.47,185.61
330.1,183.09
330.73,179.95
331.36,177.43
331.36,174.29
331.99,170.52
331.99,166.12
331.99,162.35
331.36,159.2
331.36,155.43
331.36,153.54
331.36,150.4
331.36,146.63
330.73,142.86
329.47,140.34
328.84,137.83
327.59,135.31
326.96,132.8
325.07,130.91
323.19,127.77
321.3,125.26
318.16,125.26
315.64,124
312.5,123.37
309.36,122.74
306.84,122.74
303.7,122.74
299.93,122.74
296.78,124
294.27,125.88
292.38,127.77
290.5,129.66
288.61,131.54
285.47,133.43
282.95,135.31
279.81,137.83
277.92,139.71
276.04,141.6
274.78,143.49
273.52,145.37
271.01,148.52
269.12,151.03
267.24,152.92
265.35,154.8
262.84,156.69
261.58,159.2
259.69,161.72
257.81,163.6
256.55,166.75
254.66,169.26
252.78,171.78
250.89,174.29
249.63,177.43
248.38,180.58
247.12,183.72
245.86,186.23
245.23,190.01
244.61,193.15
244.61,196.29
243.98,199.44
243.98,201.95
243.35,205.09
243.35,207.61
242.72,210.75
242.72,213.27
242.09,216.41
242.09,219.55
242.09,222.7
240.83,225.84
240.2,230.24
239.58,233.38
238.32,236.53
237.69,240.3
235.8,244.07
234.55,246.58
233.29,249.1
232.66,252.24
231.4,255.39
230.15,258.53
228.89,261.04
228.26,264.19
227.63,267.33
226.37,271.1
226.37,274.87
225.75,278.02
225.75,279.9
225.75,281.79
225.75,284.93
225.75,286.82
226.37,289.96
227,291.85
228.26,295.62
228.89,298.13
229.52,301.28
230.15,303.79
231.4,306.31
232.03,308.82
233.29,310.71
233.92,312.59
235.18,314.48
235.8,316.36
236.43,318.88
237.06,321.39
237.69,323.91
238.32,326.42
238.32,328.94
238.32,332.08
238.32,333.97
237.69,336.48
237.69,339.62
237.69,342.14
236.43,345.91
234.55,349.68
232.66,352.2
230.15,354.08
228.26,356.6
226.37,359.11
223.86,361.63
221.34,363.51
218.83,365.4
217.57,367.28
216.32,369.8
213.8,371.06
211.29,373.57
208.14,375.46
206.26,377.34
203.74,379.86
201.86,383.63
198.71,385.52
196.83,388.66
195.57,391.8
194.31,394.95
192.43,397.46
190.54,401.23
189.91,405.63
188.65,409.4
188.65,413.8
188.65,417.58
188.65,421.35
190.54,425.12
193.06,427.01
195.57,428.26
197.46,428.89
199.97,430.15
203.74,431.41
205.63,432.04
209.4,432.66
212.54,432.66
215.69,432.66
219.46,432.66
223.23,432.66
226.37,432.66
230.77,431.41
235.17,430.15
238.95,428.89
242.72,427.01
245.86,425.75
248.38,424.49
252.15,421.35
255.92,420.09
258.43,418.83
261.58,416.32
264.09,414.43
267.86,412.55
271.01,411.29
274.15,408.78
278.55,406.89
281.69,405
284.84,403.75
288.61,403.12
292.38,402.49
296.78,401.23
299.3,399.35
304.33,397.46
306.84,396.2
311.24,394.32
314.38,393.06
317.53,392.43
318.78,391.8
321.3,391.17
323.81,389.92
325.7,388.66
327.59,386.77
330.1,384.26
331.36,381.11
332.62,377.97
333.87,374.83
333.87,372.31
335.13,369.17
335.76,366.03
336.39,362.88
337.02,359.11
337.02,356.6
337.02,353.45
337.02,350.94
337.64,348.42
337.64,344.65
337.64,341.51
337.64,338.37
337.64,336.48
337.02,332.71
335.76,328.94
335.76,323.91
333.87,318.25
333.87,314.48
333.87,310.71
333.87,306.93
333.87,303.79
333.87,300.02
333.87,294.99
332.62,291.22
331.36,286.82
328.84,284.3
326.33,281.79
324.44,279.9
322.56,278.65
320.04,277.39
318.16,276.13
316.27,274.87
313.76,273.62
311.87,272.36
310.61,270.47
306.84,267.33
303.07,264.19
300.55,262.3
296.78,259.79
294.9,257.9
291.75,255.39
288.61,253.5
284.84,250.36
281.07,248.47
277.92,247.21
274.78,245.33
271.64,243.44
267.87,240.93
264.09,239.67
260.95,238.41
259.06,237.78
254.66,236.53
251.52,235.27
248.38,234.64
245.86,234.01
242.72,232.75
238.95,231.5
235.18,230.87
231.4,230.24
228.26,230.24
223.86,229.61
219.46,228.98
215.69,228.98
212.54,229.61
208.77,229.61
203.74,229.61
198.71,230.24
194.31,230.87
189.91,230.87
184.88,231.5
181.74,231.5
176.71,232.13
172.31,233.38
167.28,233.38
161.62,234.01
156.59,235.27
152.82,236.53
148.42,237.78
145.28,238.41
142.14,239.04
138.36,239.67
134.59,240.3
130.82,240.3
126.42,240.3
122.65,239.67
119.5,239.04
116.99,237.78
114.48,235.9
112.59,232.75
111.33,229.61
110.7,225.84
110.7,222.07
110.7,218.92
111.33,213.9
112.59,209.49
116.36,206.98
118.25,204.47
121.39,202.58
124.53,200.69
127.05,198.81
130.19,197.55
134.59,197.55
137.74,197.55
140.25,197.55
144.02,196.92
147.79,196.92
151.57,197.55
153.45,197.55
155.97,197.55
159.74,199.44
162.25,200.06
164.77,201.32
166.65,203.21
169.17,204.47
171.05,206.98
172.31,209.49
174.2,212.64
175.45,215.78
176.71,219.55
177.34,223.32
177.97,227.1
178.6,229.61
179.23,234.01
179.23,237.15
178.6,240.93
178.6,245.33
177.97,249.73
177.34,252.87
176.08,256.64
174.2,259.79
171.68,264.19
168.54,267.33
166.02,270.47
163.51,273.62
159.74,276.76
157.22,279.9
154.71,281.79
151.57,284.3
148.42,287.45
146.54,289.96
144.02,292.48
141.51,295.62
137.73,298.76
136.48,301.28
134.59,304.42
133.33,307.56
131.45,311.34
131.45,315.11
131.45,318.25
133.96,321.39
137.11,323.28
141.51,324.54
144.65,323.91
147.79,323.28
149.68,320.14
149.68,316.99
148.42,313.22
147.16,310.08
144.65,307.56
143.39,305.05
140.88,303.79
138.99,302.53
138.36,301.28
134.59,299.39
132.08,298.13
128.93,296.88
126.42,295.62
122.65,293.73
118.88,293.1
114.48,293.73
111.33,294.36
108.82,294.99
105.05,296.25
101.9,296.88
98.76,298.76
95.62,300.02
92.47,301.91
89.33,303.16
86.81,305.68
84.93,306.94
80.53,309.45
78.01,311.96
76.13,313.22
72.98,315.74
71.73,318.88
70.47,322.02
69.21,325.79
68.58,330.2
68.58,333.97
68.58,337.11
68.58,340.88
68.58,344.03
68.58,347.8
69.84,352.2
70.47,356.6
71.1,359.11
71.73,362.26
72.98,365.4
74.24,367.91
76.76,371.06
79.9,373.57
83.04,374.83
86.19,374.83
89.33,374.83
93.1,375.46
96.24,376.71
100.02,379.23
102.53,381.74
105.67,384.26
107.56,388.66
108.19,391.8
109.45,395.57
112.59,399.97
116.36,403.12
119.5,405.63
123.28,408.78
126.42,411.29
129.56,414.43
132.08,418.21
134.59,421.98
136.48,425.75
137.73,429.52
139.62,433.29
142.13,437.06
144.02,440.84
145.28,443.98
148.42,446.49
150.94,449.01
153.45,451.52
156.59,454.04
160.37,456.55
163.51,459.07
167.28,462.21
170.42,462.84
174.82,464.73
179.22,465.98
184.88,467.24
188.65,467.24
192.43,467.24
196.2,468.5
199.97,468.5
203.74,468.5
208.14,468.5
212.54,469.13
216.94,469.75
221.97,470.38
226.37,470.38
230.77,470.38
235.8,470.38
240.2,471.01
245.23,471.01
250.89,471.01
256.55,471.64
259.69,472.9
262.83,473.53
267.24,474.15
271.01,475.41
273.52,476.04
277.29,477.3
281.07,478.55
284.84,480.44
287.35,482.33
289.87,484.21
292.38,487.98
295.52,490.5
299.3,491.76
303.07,493.64
307.47,494.9
310.61,496.16
313.75,497.41
317.53,498.04
320.04,499.3
322.56,500.56
325.07,501.81
328.21,503.7
331.36,504.96
334.5,506.22
337.01,506.84
340.16,507.47
342.67,509.36
343.93,510.62
346.44,511.87
348.96,513.13
352.73,515.02
355.87,516.9
359.02,518.79
360.9,520.67
362.79,522.56
364.68,523.82
367.19,526.33
368.45,529.47
370.96,532.62
372.22,535.76
373.48,539.53
374.1,543.31
374.1,546.45
373.48,550.22
373.48,553.99
372.85,557.76
372.22,562.16
370.33,565.94
369.08,568.45
367.19,570.97
364.05,574.74
360.9,577.88
357.76,580.4
354.62,582.28
351.47,583.54
347.7,584.8
344.56,584.8
340.16,586.68
337.01,587.31
333.87,587.31
329.47,587.31
325.07,587.31
320.67,586.05
316.27,583.54
313.13,581.65
309.98,579.77
306.84,576
304.32,572.22
302.44,569.08
299.3,565.31
296.78,561.54
294.27,558.39
291.75,555.25
288.61,551.48
286.09,548.33
282.32,545.19
278.55,542.68
274.78,540.16
270.38,538.28
265.98,537.02
261.58,535.13
258.43,534.5
253.4,531.99
250.26,530.1
246.49,526.96
242.09,523.82
238.95,521.3
235.8,517.53
232.66,513.76
228.89,511.24
225.12,509.36
221.34,505.59
217.57,503.7
213.8,501.19
210.03,499.3
205.63,496.79
202.48,496.16
199.34,496.16
195.57,496.79
191.8,498.04
187.4,499.3
183.62,501.82
181.11,503.7
178.6,506.84
176.08,510.62
173.57,515.65
172.31,519.42
171.05,523.19
170.42,527.59
170.42,531.36
169.79,536.39
169.79,540.16
171.05,544.56
172.31,547.71
174.19,551.48
176.71,556.51
178.6,560.28
180.48,564.05
181.74,569.08
183.62,574.11
185.51,577.25
187.4,581.02
189.28,584.17
191.17,589.2
191.8,594.23
191.8,598
191.8,602.4
191.8,608.69
190.54,613.71
189.91,618.11
188.65,622.52
186.77,628.17
186.14,630.69
184.88,633.83
183.62,636.97
181.74,642
181.11,646.4
181.11,650.18
181.74,655.83
184.25,660.23
187.4,664.63
190.54,667.15
193.68,669.04
198.08,672.18
202.48,676.58
205.63,677.21
208.14,679.09
210.66,680.35
213.8,681.61
220.09,682.24
225.74,683.49
230.77,683.49
236.43,684.75
239.57,684.75
243.35,684.75
247.12,685.38
250.26,685.38
254.03,686.01
258.43,686.01
262.2,686.64
267.86,686.64
270.38,687.27
274.78,687.27
278.55,687.27
282.32,687.27
286.72,686.64
291.12,685.38
295.52,682.87
301.18,680.98
305.58,677.21
309.35,673.44
312.5,669.66
316.27,667.15
319.41,664.63
321.3,661.49
322.56,658.35
326.33,653.95
328.21,649.55
330.1,645.77
332.61,639.49
334.5,634.46
337.01,630.06
339.53,626.29
341.41,621.89
342.67,616.86
342.67,612.46
343.3,608.68
343.93,604.28
343.93,599.88
344.56,595.48
344.56,592.34
344.56,589.2
344.56,586.68
344.56,581.02
343.93,577.25
342.67,573.48
341.42,569.08
340.16,565.31
338.27,559.65
337.01,554.62
337.01,550.22
337.64,547.08
338.27,543.31
338.27,539.53
338.27,535.13
339.53,531.36
340.16,526.96
340.16,523.19
340.79,520.05
341.42,516.9
341.42,515.02
341.42,512.5
341.42,510.62
342.67,506.84
342.67,503.7
342.67,500.56
342.04,497.41
340.79,493.01
339.53,489.24
338.27,485.47
337.02,481.7
335.76,477.93
333.24,474.15
331.36,469.12
331.36,464.1
330.73,460.32
330.1,455.92
328.84,451.52
326.96,447.12
325.07,443.35
323.81,439.58
323.81,435.81
325.07,432.66
327.59,430.78
331.99,430.15
335.76,429.52
339.53,428.89
343.93,428.89
348.33,428.89
350.85,428.89
353.99,427.63
356.5,425.75
359.65,423.86
362.79,421.98
365.93,420.09
368.45,418.2
369.71,416.32
370.96,413.18
372.22,411.29
372.85,408.15
373.48,405.63
374.11,402.49
374.11,398.09
373.48,395.57
372.85,393.69
371.59,389.92
369.71,388.66
367.19,386.77
364.05,385.51
361.53,384.26
358.39,383
355.88,381.74
352.1,380.49
349.59,379.23
345.82,378.6
342.67,378.6
338.9,378.6
337.02,377.97
334.5,377.34
328.84,376.09
326.96,376.09
324.44,375.46
321.93,374.83
318.78,373.57
316.27,372.31
313.13,370.43
310.61,369.8
308.1,369.8
305.58,369.17
302.44,367.91
300.55,366.66
296.78,364.77
294.27,363.51
292.38,361.63
289.87,359.11
287.98,356.6
286.1,353.45
285.47,350.31
283.58,348.43
281.69,345.91
279.81,344.65
277.92,343.4
274.78,341.51
272.89,340.25
270.38,338.37
269.12,336.48
266.61,334.59
264.09,332.08
261.58,329.57
259.69,327.68
259.06,325.79
257.81,323.28
256.55,320.76
255.92,319.51
255.29,316.99
254.66,315.11
254.03,312.59
254.03,310.08
252.78,308.19
251.52,305.68
249.63,303.16
249.01,301.28
247.75,298.13
245.23,295.62
242.09,294.36
239.58,293.1
236.43,291.85
234.55,291.22
231.4,290.59
228.89,289.96
223.23,288.08
221.35,287.45
217.57,285.56
215.06,284.93
213.17,283.67
210.66,281.79
207.51,279.9
205.63,278.02
203.11,276.76
200.6,274.87
199.34,272.99
197.46,269.84
197.46,267.33
196.83,264.19
196.83,260.41
196.83,257.27
196.2,253.5
196.2,249.73
195.57,246.58
194.94,243.44
194.31,240.93
193.68,237.78
193.06,234.64
193.06,232.13
192.43,227.1
193.06,223.32
193.06,220.81
193.06,217.04
192.43,212.64
191.8,209.49
191.17,205.72
189.91,201.95
188.66,196.29
187.4,191.89
185.51,188.12
183.63,182.46
181.74,178.06
179.23,173.66
176.71,169.26
172.94,166.12
169.17,161.72
167.28,158.57
164.77,154.17
162.88,149.14
160.37,145.37
157.85,140.97
155.34,135.94
152.82,132.17
150.31,127.14
147.79,121.48
144.65,115.2
142.77,109.54
141.51,103.88
139.62,97.6
137.74,92.57
136.48,88.79
135.85,84.39
134.59,78.74
134.59,73.71
134.59,68.68
134.59,64.28
135.22,59.25
137.74,55.48
140.25,51.7
143.39,48.56
147.17,46.68
150.94,43.53
154.71,42.27
159.74,40.39
164.77,39.13
168.54,38.5
172.31,38.5
177.34,37.87
180.48,37.87
184.26,37.87
188.03,39.13
190.54,39.76
193.69,40.39
196.83,40.39
200.6,41.02
205,41.65
207.52,43.53
209.4,46.05
211.29,47.93
213.8,49.82
215.06,51.08
218.2,53.59
219.46,56.1
220.72,58.62
221.98,61.76
223.23,65.53
223.86,68.68
224.49,73.71
225.12,78.74
225.12,82.51
225.12,86.91
225.12,90.68
225.12,95.08
224.49,98.85
225.12,103.88
225.12,108.28
224.49,111.43
223.23,115.83
222.6,119.6
222.6,125.26
221.97,128.4
221.35,132.17
220.72,134.69
220.09,138.46
219.46,142.86
218.83,147.89
218.2,152.29
218.2,157.32
218.2,161.72
217.57,165.49
216.95,168.63
216.95,171.78
216.95,176.18
216.95,178.69
216.95,183.72
216.95,186.23
216.95,190.63
216.95,193.15
216.95,197.55
216.95,201.32
216.95,204.47
216.95,209.49
216.95,212.01
216.94,215.78
216.32,222.07
216.32,226.47
